OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10423,GOURL,6,2017-01-23,2017-02-06,2017-02-24,3,18.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
10424,MEREP,7,2017-01-23,2017-02-20,2017-01-27,2,44.75,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
10425,LAMAI,6,2017-01-24,2017-02-21,2017-02-14,2,17.5,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
10426,GALED,4,2017-01-27,2017-02-24,2017-02-06,1,13.0,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
10427,PICCO,4,2017-01-27,2017-02-24,2017-03-03,2,18.75,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
10428,REGGC,7,2017-01-28,2017-02-25,2017-02-04,1,15.0,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
10429,HUNGO,3,2017-01-29,2017-03-12,2017-02-07,2,28.75,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
10430,ERNSH,4,2017-01-30,2017-02-13,2017-02-03,1,58.75,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10431,BOTTM,4,2017-01-30,2017-02-13,2017-02-07,2,42.5,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
10432,SPLIR,3,2017-01-31,2017-02-14,2017-02-07,2,22.5,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
10433,PRINI,3,2017-02-03,2017-03-03,2017-03-04,3,17.0,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
10434,FOLKO,3,2017-02-03,2017-03-03,2017-02-13,2,16.0,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10435,CONSH,8,2017-02-04,2017-03-18,2017-02-07,2,18.0,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
10436,BLONP,3,2017-02-05,2017-03-05,2017-02-11,2,34.75,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
10437,WARTH,8,2017-02-05,2017-03-05,2017-02-12,1,13.75,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10438,TOMSP,3,2017-02-06,2017-03-06,2017-02-14,2,22.5,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
10439,MEREP,6,2017-02-07,2017-03-07,2017-02-10,3,26.75,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
10440,SAVEA,4,2017-02-10,2017-03-10,2017-02-28,2,62.0,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10441,OLDWO,3,2017-02-10,2017-03-24,2017-03-14,2,22.5,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
10442,ERNSH,3,2017-02-11,2017-03-11,2017-02-18,2,52.5,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10443,REGGC,8,2017-02-12,2017-03-12,2017-02-14,1,14.5,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
10444,BERGS,3,2017-02-12,2017-03-12,2017-02-21,3,25.75,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10445,BERGS,3,2017-02-13,2017-03-13,2017-02-20,1,15.25,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10446,TOMSP,6,2017-02-14,2017-03-14,2017-02-19,1,22.5,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
10447,RICAR,4,2017-02-14,2017-03-14,2017-03-07,2,29.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
10448,RANCH,4,2017-02-17,2017-03-17,2017-02-24,2,16.5,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
10449,BLONP,3,2017-02-18,2017-03-18,2017-02-27,2,27.25,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
10450,VICTE,8,2017-02-19,2017-03-19,2017-03-11,2,16.5,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
10451,QUICK,4,2017-02-19,2017-03-05,2017-03-12,3,69.5,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
10452,SAVEA,8,2017-02-20,2017-03-20,2017-02-26,1,38.75,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10453,AROUT,1,2017-02-21,2017-03-21,2017-02-26,2,20.0,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10454,LAMAI,4,2017-02-21,2017-03-21,2017-02-25,3,22.5,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
10455,WARTH,8,2017-02-24,2017-04-07,2017-03-03,2,41.25,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10456,KOENE,8,2017-02-25,2017-04-08,2017-02-28,2,25.25,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10457,KOENE,2,2017-02-25,2017-03-25,2017-03-03,1,19.0,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10458,SUPRD,7,2017-02-26,2017-03-26,2017-03-04,3,46.25,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
10459,VICTE,4,2017-02-27,2017-03-27,2017-02-28,2,29.0,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
10460,FOLKO,8,2017-02-28,2017-03-28,2017-03-03,1,16.25,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10461,LILAS,1,2017-02-28,2017-03-28,2017-03-05,3,42.0,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
10462,CONSH,2,2017-03-03,2017-03-31,2017-03-18,1,15.5,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
10463,SUPRD,5,2017-03-04,2017-04-01,2017-03-06,3,27.75,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
10464,FURIB,4,2017-03-04,2017-04-01,2017-03-14,2,27.25,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
10465,VAFFE,1,2017-03-05,2017-04-02,2017-03-14,3,39.5,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
10466,COMMI,4,2017-03-06,2017-04-03,2017-03-13,1,13.75,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
10467,MAGAA,8,2017-03-06,2017-04-03,2017-03-11,2,20.0,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
10468,KOENE,3,2017-03-07,2017-04-04,2017-03-12,3,15.75,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10469,WHITC,1,2017-03-10,2017-04-07,2017-03-14,1,29.25,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
10470,BONAP,4,2017-03-11,2017-04-08,2017-03-14,2,23.25,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
10471,BSBEV,2,2017-03-11,2017-04-08,2017-03-18,3,22.5,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10472,SEVES,8,2017-03-12,2017-04-09,2017-03-19,1,34.5,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
10473,ISLAT,1,2017-03-13,2017-03-27,2017-03-21,3,16.0,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
10474,PERIC,5,2017-03-13,2017-04-10,2017-03-21,2,25.25,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
10475,SUPRD,9,2017-03-14,2017-04-11,2017-04-04,1,44.25,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
10476,HILAA,8,2017-03-17,2017-04-14,2017-03-24,3,13.5,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10477,PRINI,5,2017-03-17,2017-04-14,2017-03-25,2,24.0,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
10478,VICTE,2,2017-03-18,2017-04-01,2017-03-26,3,15.0,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
10479,RATTC,3,2017-03-19,2017-04-16,2017-03-21,3,47.0,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
10480,FOLIG,6,2017-03-20,2017-04-17,2017-03-24,2,20.5,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
10481,RICAR,8,2017-03-20,2017-04-17,2017-03-25,2,26.0,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
10482,LAZYK,1,2017-03-21,2017-04-18,2017-04-10,3,12.5,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
10483,WHITC,7,2017-03-24,2017-04-21,2017-04-25,2,26.25,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
10484,BSBEV,3,2017-03-24,2017-04-21,2017-04-01,3,16.75,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10485,LINOD,4,2017-03-25,2017-04-08,2017-03-31,2,42.5,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
10486,HILAA,1,2017-03-26,2017-04-23,2017-04-02,2,21.5,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10487,QUEEN,2,2017-03-26,2017-04-23,2017-03-28,2,24.75,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
10488,FRANK,8,2017-03-27,2017-04-24,2017-04-02,2,22.5,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
10489,PICCO,6,2017-03-28,2017-04-25,2017-04-09,2,18.25,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
10490,HILAA,7,2017-03-31,2017-04-28,2017-04-03,2,41.5,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10491,FURIB,8,2017-03-31,2017-04-28,2017-04-08,3,15.5,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
10492,BOTTM,3,2017-04-01,2017-04-29,2017-04-11,1,30.0,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
10493,LAMAI,4,2017-04-02,2017-04-30,2017-04-10,3,18.75,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
10494,COMMI,4,2017-04-02,2017-04-30,2017-04-09,2,17.5,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
10495,LAUGB,3,2017-04-03,2017-05-01,2017-04-11,3,18.75,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
10496,TRADH,7,2017-04-04,2017-05-02,2017-04-07,2,15.0,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
10497,LEHMS,7,2017-04-04,2017-05-02,2017-04-07,1,26.0,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10498,HILAA,8,2017-04-07,2017-05-05,2017-04-11,2,22.25,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10499,LILAS,4,2017-04-08,2017-05-06,2017-04-16,2,21.25,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
10500,LAMAI,6,2017-04-09,2017-05-07,2017-04-17,1,15.0,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
10501,BLAUS,9,2017-04-09,2017-05-07,2017-04-16,3,15.0,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
10502,PERIC,2,2017-04-10,2017-05-08,2017-04-29,1,24.25,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
10503,HUNGO,6,2017-04-11,2017-05-09,2017-04-16,2,32.5,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
10504,WHITC,4,2017-04-11,2017-05-09,2017-04-18,3,24.75,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
10505,MEREP,3,2017-04-14,2017-05-12,2017-04-21,3,10.75,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
10506,KOENE,9,2017-04-15,2017-05-13,2017-05-02,2,18.0,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10507,ANTON,7,2017-04-15,2017-05-13,2017-04-22,1,17.5,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
10508,OTTIK,1,2017-04-16,2017-05-14,2017-05-13,2,15.0,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
10509,BLAUS,4,2017-04-17,2017-05-15,2017-04-29,1,10.75,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
10510,SAVEA,6,2017-04-18,2017-05-16,2017-04-28,3,28.0,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10511,BONAP,4,2017-04-18,2017-05-16,2017-04-21,3,37.5,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
10512,FAMIA,7,2017-04-21,2017-05-19,2017-04-24,2,19.25,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
10513,WANDK,7,2017-04-22,2017-06-03,2017-04-28,1,36.25,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
10514,ERNSH,3,2017-04-22,2017-05-20,2017-05-16,2,68.25,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10515,QUICK,2,2017-04-23,2017-05-07,2017-05-23,1,81.5,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
10516,HUNGO,2,2017-04-24,2017-05-22,2017-05-01,3,41.25,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
10517,NORTS,3,2017-04-24,2017-05-22,2017-04-29,3,14.0,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
10518,TORTU,4,2017-04-25,2017-05-09,2017-05-05,2,17.25,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
10519,CHOPS,6,2017-04-28,2017-05-26,2017-05-01,3,26.5,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
10520,SANTG,7,2017-04-29,2017-05-27,2017-05-01,1,13.25,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
10521,CACTU,8,2017-04-29,2017-05-27,2017-05-02,2,14.75,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
10522,LEHMS,4,2017-04-30,2017-05-28,2017-05-06,1,37.25,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10523,SEVES,7,2017-05-01,2017-05-29,2017-05-30,2,26.0,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
10524,BERGS,1,2017-05-01,2017-05-29,2017-05-07,2,31.75,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10525,BONAP,1,2017-05-02,2017-05-30,2017-05-23,2,21.25,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
10526,WARTH,4,2017-05-05,2017-06-02,2017-05-15,2,22.0,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10527,QUICK,7,2017-05-05,2017-06-02,2017-05-07,1,30.0,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
10528,GREAL,6,2017-05-06,2017-05-20,2017-05-09,2,15.0,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
10529,MAISD,5,2017-05-07,2017-06-04,2017-05-09,2,21.0,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
10530,PICCO,3,2017-05-08,2017-06-05,2017-05-12,2,43.75,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
10531,OCEAN,7,2017-05-08,2017-06-05,2017-05-19,1,10.5,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
10532,EASTC,7,2017-05-09,2017-06-06,2017-05-12,3,19.75,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
10533,FOLKO,8,2017-05-12,2017-06-09,2017-05-22,1,34.5,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10534,LEHMS,8,2017-05-12,2017-06-09,2017-05-14,2,17.5,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10535,ANTON,4,2017-05-13,2017-06-10,2017-05-21,1,30.0,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
10536,LEHMS,3,2017-05-14,2017-06-11,2017-06-06,2,35.0,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10537,RICSU,1,2017-05-14,2017-05-28,2017-05-19,1,31.5,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
10538,BSBEV,9,2017-05-15,2017-06-12,2017-05-16,3,12.0,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10539,BSBEV,6,2017-05-16,2017-06-13,2017-05-23,3,21.0,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10540,QUICK,3,2017-05-19,2017-06-16,2017-06-13,3,51.25,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
10541,HANAR,2,2017-05-19,2017-06-16,2017-05-29,1,31.0,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
10542,KOENE,1,2017-05-20,2017-06-17,2017-05-26,3,19.75,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10543,LILAS,8,2017-05-21,2017-06-18,2017-05-23,2,35.0,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
10544,LONEP,4,2017-05-21,2017-06-18,2017-05-30,1,13.5,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
10545,LAZYK,8,2017-05-22,2017-06-19,2017-06-26,2,12.5,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
10546,VICTE,1,2017-05-23,2017-06-20,2017-05-27,3,30.0,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
10547,SEVES,3,2017-05-23,2017-06-20,2017-06-02,2,31.0,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
10548,TOMSP,3,2017-05-26,2017-06-23,2017-06-02,2,16.0,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
10549,QUICK,5,2017-05-27,2017-06-10,2017-05-30,1,60.75,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
10550,GODOS,7,2017-05-28,2017-06-25,2017-06-06,3,18.5,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
10551,FURIB,4,2017-05-28,2017-07-09,2017-06-06,3,35.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
10552,HILAA,2,2017-05-29,2017-06-26,2017-06-05,1,22.0,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10553,WARTH,2,2017-05-30,2017-06-27,2017-06-03,2,32.25,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10554,OTTIK,4,2017-05-30,2017-06-27,2017-06-05,3,30.0,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
10555,SAVEA,6,2017-06-02,2017-06-30,2017-06-04,3,45.75,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10556,SIMOB,2,2017-06-03,2017-07-15,2017-06-13,1,16.0,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
10557,LEHMS,9,2017-06-03,2017-06-17,2017-06-06,2,22.5,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10558,AROUT,1,2017-06-04,2017-07-02,2017-06-10,2,34.0,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10559,BLONP,6,2017-06-05,2017-07-03,2017-06-13,1,17.5,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
10560,FRANK,8,2017-06-06,2017-07-04,2017-06-09,1,18.75,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
10561,FOLKO,2,2017-06-06,2017-07-04,2017-06-09,2,25.0,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10562,REGGC,1,2017-06-09,2017-07-07,2017-06-12,1,17.5,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
10563,RICAR,2,2017-06-10,2017-07-22,2017-06-24,2,33.75,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
10564,RATTC,4,2017-06-10,2017-07-08,2017-06-16,3,21.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
10565,MEREP,8,2017-06-11,2017-07-09,2017-06-18,2,20.75,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
10566,BLONP,9,2017-06-12,2017-07-10,2017-06-18,1,25.75,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
10567,HUNGO,1,2017-06-12,2017-07-10,2017-06-17,1,35.75,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
10568,GALED,3,2017-06-13,2017-07-11,2017-07-09,3,11.25,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
10569,RATTC,5,2017-06-16,2017-07-14,2017-07-11,1,26.25,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
10570,MEREP,3,2017-06-17,2017-07-15,2017-06-19,3,28.75,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
10571,ERNSH,8,2017-06-17,2017-07-29,2017-07-04,3,19.75,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10572,BERGS,3,2017-06-18,2017-07-16,2017-06-25,2,31.75,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10573,ANTON,7,2017-06-19,2017-07-17,2017-06-20,3,30.75,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
10574,TRAIH,4,2017-06-19,2017-07-17,2017-06-30,2,18.0,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
10575,MORGK,5,2017-06-20,2017-07-04,2017-06-30,1,24.5,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
10576,TORTU,3,2017-06-23,2017-07-07,2017-06-30,3,22.75,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,5033,Mexico
10577,TRAIH,9,2017-06-23,2017-08-04,2017-06-30,2,22.0,Trail-s Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
10578,BSBEV,4,2017-06-24,2017-07-22,2017-07-25,3,16.5,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10579,LETSS,1,2017-06-25,2017-07-23,2017-07-04,2,17.75,Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
10580,OTTIK,4,2017-06-26,2017-07-24,2017-07-01,3,23.5,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
10581,FAMIA,3,2017-06-26,2017-07-24,2017-07-02,1,22.5,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
10582,BLAUS,3,2017-06-27,2017-07-25,2017-07-14,2,14.5,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
10583,WARTH,2,2017-06-30,2017-07-28,2017-07-04,2,21.0,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10584,BLONP,4,2017-06-30,2017-07-28,2017-07-04,1,22.5,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
10585,WELLI,7,2017-07-01,2017-07-29,2017-07-10,1,13.75,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
10586,REGGC,9,2017-07-02,2017-07-30,2017-07-09,1,11.0,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
10587,QUEDE,1,2017-07-02,2017-07-30,2017-07-09,1,21.5,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
10588,QUICK,2,2017-07-03,2017-07-31,2017-07-10,3,45.0,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
